week,name,grosses,potential_gross,grosses_percentage,average_ticket,top_ticket,seat_sold,total_seat,per,seat_percentage
2016-10-30,THE FRONT PAGE,"$1,242,292","$1,332,520",93.2%,$131.20,$373,9469,9416,8,100.6%
2016-10-30,THE HUMANS,"$583,983","$976,376",59.8%,$89.28,$297,6541,8280,8,79.0%
2016-10-30,THE LION KING,"$1,837,613","$1,748,655",105.1%,$137.70,$225,13345,13568,8,98.4%
2016-10-30,THE PHANTOM OF THE OPERA,"$839,632","$1,489,388",56.4%,$87.28,$203,9620,12840,8,74.9%
2016-10-30,WAITRESS,"$826,259","$1,019,480",81.0%,$111.40,$270,7417,8360,8,88.7%
2016-10-30,WICKED,"$1,456,974","$1,779,845",81.9%,$110.53,$240,13182,14456,8,91.2%
2016-10-23,ALADDIN,"$1,469,578","$1,567,637",93.7%,$109.32,$240,13443,13816,8,97.3%
2016-10-23,BEAUTIFUL,"$1,009,282","$1,117,426",90.3%,$122.89,$249,8213,8208,8,100.1%
2016-10-23,BLACK TO THE FUTURE,"$132,942","$168,928",78.7%,$94.89,$167,1401,1626,1,86.2%
2016-10-23,CATS,"$899,309","$1,426,700",63.0%,$100.16,$197,8979,11000,8,81.6%
2016-10-23,CHICAGO,"$621,357","$947,952",65.5%,$82.64,$187,7519,8640,8,87.0%
2016-10-23,FALSETTOS,"$450,088","$857,632",52.5%,$65.95,$252,6825,7456,8,91.5%
2016-10-23,FIDDLER ON THE ROOF,"$780,067","$1,495,290",52.2%,$84.39,$225,9244,13656,8,67.7%
2016-10-23,FRANKIE VALLI AND THE FOUR SEASONS ON BROADWAY,"$580,289","$620,784",93.5%,$138.99,$250,4175,4512,3,92.5%
2016-10-23,HAMILTON,"$1,993,088","$1,943,120",102.6%,$185.70,$549,10733,10568,8,101.6%
2016-10-23,HEISENBERG,"$429,489","$726,208",59.1%,$86.36,$165,4973,5296,8,93.9%
2016-10-23,HOLIDAY INN,"$473,761","$968,824",48.9%,$84.40,$162,5613,7984,8,70.3%
2016-10-23,JERSEY BOYS,"$830,563","$1,151,143",72.2%,$94.08,$199,8828,9824,8,89.9%
2016-10-23,KINKY BOOTS,"$860,092","$1,279,656",67.2%,$95.16,$299,9038,11392,8,79.3%
2016-10-23,LES LIAISONS DANGEREUSES,"$702,992","$843,232",83.4%,$126.89,$248,5540,6224,8,89.0%
2016-10-23,MATILDA,"$860,792","$1,209,739",71.2%,$80.55,$250,10686,11456,8,93.3%
2016-10-23,"NATASHA, PIERRE & THE GREAT COMET OF 1812","$1,131,919","$981,302",115.3%,$130.32,$297,8686,9088,8,95.6%
2016-10-23,"OH, HELLO ON BROADWAY","$545,028","$754,236",72.3%,$86.70,$248,6286,7288,8,86.3%
2016-10-23,ON YOUR FEET!,"$881,156","$1,552,352",56.8%,$87.87,$199,10028,13008,8,77.1%
2016-10-23,PARAMOUR,"$1,060,597","$1,805,456",58.7%,$83.84,$199,12650,15168,8,83.4%
2016-10-23,SCHOOL OF ROCK,"$1,026,024","$1,523,357",67.4%,$95.43,$248,10752,11960,8,89.9%
2016-10-23,SOMETHING ROTTEN!,"$635,919","$1,301,440",48.9%,$78.66,$277,8084,11056,8,73.1%
2016-10-23,THE BOOK OF MORMON,"$1,368,426","$1,345,936",101.7%,$156.52,$477,8743,8528,8,102.5%
2016-10-23,THE CHERRY ORCHARD,"$372,399","$707,360",52.6%,$74.97,$252,4967,5840,8,85.1%
2016-10-23,THE COLOR PURPLE,"$670,337","$1,015,182",66.0%,$92.12,$193,7277,8408,8,86.5%
2016-10-23,THE ENCOUNTER,"$347,331","$725,428",47.9%,$87.44,$223,3972,6040,8,65.8%
2016-10-23,THE FRONT PAGE,"$1,104,890","$1,318,520",83.8%,$115.76,$373,9545,9416,8,101.4%
2016-10-23,THE HUMANS,"$651,897","$976,376",66.8%,$95.36,$297,6836,8280,8,82.6%
2016-10-23,THE LION KING,"$1,971,896","$1,875,480",105.1%,$146.22,$225,13486,13568,8,99.4%
2016-10-23,THE PHANTOM OF THE OPERA,"$915,485","$1,489,388",61.5%,$86.87,$203,10539,12840,8,82.1%
2016-10-23,WAITRESS,"$982,814","$1,019,480",96.4%,$125.04,$270,7860,8360,8,94.0%
2016-10-23,WICKED,"$1,682,068","$1,779,845",94.5%,$117.42,$240,14325,14456,8,99.1%
2016-10-16,ALADDIN,"$1,476,542","$1,589,539",92.9%,$110.05,$240,13417,13816,8,97.1%
2016-10-16,BEAUTIFUL,"$1,025,849","$1,117,426",91.8%,$124.18,$249,8261,8208,8,100.6%
2016-10-16,BLACK TO THE FUTURE,"$171,884","$168,928",101.7%,$105.71,$167,1626,1626,1,100.0%
2016-10-16,CATS,"$960,289","$1,426,700",67.3%,$102.67,$197,9353,11000,8,85.0%
2016-10-16,CHICAGO,"$613,622","$947,952",64.7%,$84.81,$187,7235,8640,8,83.7%
2016-10-16,FALSETTOS,"$457,577","$857,632",53.4%,$67.73,$252,6756,7456,8,90.6%
2016-10-16,FIDDLER ON THE ROOF,"$675,687","$1,461,884",46.2%,$83.78,$225,8065,13656,8,59.1%
2016-10-16,HAMILTON,"$2,163,855","$1,943,120",111.4%,$201.21,$549,10754,10568,8,101.8%
2016-10-16,HEISENBERG,"$297,088","$725,848",40.9%,$58.86,$160,5047,5296,8,95.3%
2016-10-16,HOLIDAY INN,"$486,226","$968,824",50.2%,$74.94,$162,6488,7984,8,81.3%
2016-10-16,JERSEY BOYS,"$792,404","$1,151,143",68.8%,$94.31,$199,8402,9824,8,85.5%
2016-10-16,KINKY BOOTS,"$812,892","$1,279,656",63.5%,$97.28,$299,8356,11392,8,73.3%
2016-10-16,LES LIAISONS DANGEREUSES,"$644,591","$843,232",76.4%,$117.37,$248,5492,6224,8,88.2%
2016-10-16,MATILDA,"$820,659","$1,209,739",67.8%,$79.65,$250,10303,11456,8,89.9%
2016-10-16,"OH, HELLO ON BROADWAY","$464,656","$744,484",62.4%,$74.01,$248,6278,7288,8,86.1%
2016-10-16,ON YOUR FEET!,"$815,137","$1,552,352",52.5%,$92.21,$199,8840,13008,8,68.0%
2016-10-16,PARAMOUR,"$942,632","$1,805,456",52.2%,$83.71,$199,11261,15168,8,74.2%
2016-10-16,SCHOOL OF ROCK,"$1,038,479","$1,523,357",68.2%,$93.56,$248,11100,11960,8,92.8%
2016-10-16,SOMETHING ROTTEN!,"$626,929","$1,301,440",48.2%,$78.23,$277,8014,11056,8,72.5%
2016-10-16,THE BOOK OF MORMON,"$1,360,797","$1,345,936",101.1%,$155.73,$477,8738,8528,8,102.5%
2016-10-16,THE CHERRY ORCHARD,"$323,836","$707,360",45.8%,$58.18,$252,5566,5840,8,95.3%
2016-10-16,THE COLOR PURPLE,"$645,797","$1,015,182",63.6%,$91.81,$193,7034,8408,8,83.7%
2016-10-16,THE ENCOUNTER,"$331,497","$725,428",45.7%,$80.36,$223,4125,6040,8,68.3%
2016-10-16,THE FRONT PAGE,"$1,278,807","$1,272,600",100.5%,$134.51,$373,9507,9416,8,101.0%
2016-10-16,THE HUMANS,"$591,560","$976,376",60.6%,$88.74,$297,6666,8280,8,80.5%
2016-10-16,THE LION KING,"$1,962,745","$1,953,375",100.5%,$145.24,$225,13514,13568,8,99.6%
2016-10-16,THE PHANTOM OF THE OPERA,"$971,894","$1,489,388",65.3%,$89.53,$203,10856,12840,8,84.5%
2016-10-16,WAITRESS,"$961,971","$1,019,480",94.4%,$121.09,$270,7944,8360,8,95.0%
2016-10-16,WICKED,"$1,653,148","$1,779,845",92.9%,$117.75,$240,14039,14456,8,97.1%
2016-10-09,ALADDIN,"$1,535,611","$1,689,701",90.9%,$113.08,$218,13580,13816,8,98.3%
2016-10-09,AN AMERICAN IN PARIS,"$1,119,140","$1,471,280",76.1%,$93.52,$223,11967,13432,8,89.1%
2016-10-09,BEAUTIFUL,"$990,138","$1,117,426",88.6%,$120.57,$249,8212,8208,8,100.0%
2016-10-09,CATS,"$1,001,791","$1,426,700",70.2%,$109.82,$197,9122,11000,8,82.9%
2016-10-09,CHICAGO,"$620,724","$945,484",65.7%,$85.02,$187,7301,8640,8,84.5%
2016-10-09,FALSETTOS,"$404,430","$750,428",53.9%,$73.56,$327,5498,6524,7,84.3%
2016-10-09,FIDDLER ON THE ROOF,"$660,544","$1,535,644",43.0%,$82.77,$225,7980,13656,8,58.4%
2016-10-09,HAMILTON,"$2,214,118","$1,943,120",113.9%,$205.87,$549,10755,10568,8,101.8%
2016-10-09,HEISENBERG,"$334,446","$712,688",46.9%,$66.65,$150,5018,5296,8,94.8%
2016-10-09,HOLIDAY INN,"$404,315","$968,824",41.7%,$61.19,$162,6607,7984,8,82.8%
2016-10-09,JERSEY BOYS,"$751,871","$1,151,143",65.3%,$94.44,$199,7961,9824,8,81.0%
2016-10-09,KINKY BOOTS,"$814,850","$1,279,656",63.7%,$98.16,$299,8301,11392,8,72.9%
2016-10-09,LES LIAISONS DANGEREUSES,"$105,177","$105,404",99.8%,$135.19,$248,778,778,1,100.0%
2016-10-09,MATILDA,"$821,962","$1,209,739",67.9%,$82.75,$250,9933,11456,8,86.7%
2016-10-09,"OH, HELLO ON BROADWAY","$416,495","$735,844",56.6%,$68.66,$248,6066,7288,8,83.2%
2016-10-09,ON YOUR FEET!,"$762,243","$1,552,352",49.1%,$94.65,$199,8053,13008,8,61.9%
2016-10-09,PARAMOUR,"$929,646","$1,805,456",51.5%,$84.33,$199,11024,15168,8,72.7%
2016-10-09,SCHOOL OF ROCK,"$1,081,852","$1,523,357",71.0%,$98.36,$248,10999,11960,8,92.0%
2016-10-09,SOMETHING ROTTEN!,"$634,006","$1,348,880",47.0%,$86.45,$277,7334,11704,8,62.7%
2016-10-09,THE BOOK OF MORMON,"$1,417,234","$1,345,936",105.3%,$162.68,$477,8712,8528,8,102.2%
2016-10-09,THE CHERRY ORCHARD,"$334,683","$588,469",56.9%,$75.75,$142,4418,5110,7,86.5%
2016-10-09,THE COLOR PURPLE,"$655,312","$1,015,182",64.6%,$93.75,$193,6990,8408,8,83.1%
2016-10-09,THE ENCOUNTER,"$336,865","$725,428",46.4%,$68.08,$223,4948,6040,8,81.9%
2016-10-09,THE FRONT PAGE,"$1,221,425","$1,260,900",96.9%,$129.31,$373,9446,9416,8,100.3%
2016-10-09,THE HUMANS,"$601,756","$976,376",61.6%,$93.21,$297,6456,8280,8,78.0%
2016-10-09,THE LION KING,"$2,055,928","$2,005,305",102.5%,$152.56,$225,13476,13568,8,99.3%
2016-10-09,THE PHANTOM OF THE OPERA,"$990,091","$1,495,268",66.2%,$89.04,$203,11120,12840,8,86.6%
2016-10-09,WAITRESS,"$967,183","$1,019,480",94.9%,$124.01,$270,7799,8360,8,93.3%
2016-10-09,WICKED,"$1,719,802","$1,779,845",96.6%,$124.36,$240,13829,14456,8,95.7%
2016-10-02,ALADDIN,"$1,310,768","$1,466,518",89.4%,$97.53,$218,13440,13816,8,97.3%
2016-10-02,AN AMERICAN IN PARIS,"$937,036","$1,471,280",63.7%,$86.69,$223,10809,13432,8,80.5%
2016-10-02,BEAUTIFUL,"$942,252","$1,117,426",84.3%,$116.54,$249,8085,8208,8,98.5%
2016-10-02,BLACK TO THE FUTURE,"$152,025","$168,928",90.0%,$94.84,$167,1603,1626,1,98.6%
2016-10-02,CATS,"$891,605","$1,426,700",62.5%,$99.83,$197,8931,11000,8,81.2%
2016-10-02,CHICAGO,"$505,544","$945,484",53.5%,$81.21,$187,6225,8640,8,72.0%
2016-10-02,FALSETTOS,"$247,603","$431,624",57.4%,$83.45,$327,2967,3776,4,78.6%
2016-10-02,FIDDLER ON THE ROOF,"$497,107","$1,534,661",32.4%,$82.38,$225,6034,13656,8,44.2%
2016-10-02,HAMILTON,"$2,174,750","$1,943,120",111.9%,$202.23,$549,10754,10568,8,101.8%
2016-10-02,HEISENBERG,"$323,738","$712,688",45.4%,$68.10,$150,4754,5296,8,89.8%
2016-10-02,HOLIDAY INN,"$363,475","$946,464",38.4%,$59.42,$152,6117,7984,8,76.6%
2016-10-02,JERSEY BOYS,"$690,408","$1,151,143",60.0%,$95.24,$199,7249,9824,8,73.8%
2016-10-02,KINKY BOOTS,"$710,277","$1,279,656",55.5%,$96.20,$299,7383,11392,8,64.8%
2016-10-02,MATILDA,"$654,267","$1,209,739",54.1%,$74.14,$250,8825,11456,8,77.0%
2016-10-02,"OH, HELLO ON BROADWAY","$396,561","$646,381",61.4%,$75.64,$248,5243,6377,7,82.2%
2016-10-02,ON YOUR FEET!,"$716,690","$1,552,352",46.2%,$96.55,$199,7423,13008,8,57.1%
2016-10-02,PARAMOUR,"$796,009","$1,805,456",44.1%,$80.38,$199,9903,15168,8,65.3%
2016-10-02,SCHOOL OF ROCK,"$794,456","$1,523,357",52.2%,$84.77,$248,9372,11960,8,78.4%
2016-10-02,SOMETHING ROTTEN!,"$524,758","$1,301,440",40.3%,$71.13,$277,7377,11056,8,66.7%
2016-10-02,THE BOOK OF MORMON,"$1,320,590","$1,345,936",98.1%,$151.74,$477,8703,8528,8,102.1%
2016-10-02,THE CHERRY ORCHARD,"$322,968","$672,536",48.0%,$66.29,$142,4872,5840,8,83.4%
2016-10-02,THE COLOR PURPLE,"$656,071","$1,015,182",64.6%,$92.20,$193,7116,8408,8,84.6%
2016-10-02,THE ENCOUNTER,"$297,917","$694,768",42.9%,$55.73,$223,5346,6128,8,87.2%
2016-10-02,THE FRONT PAGE,"$1,083,934","$1,107,675",97.9%,$130.03,$373,8336,8239,7,101.2%
2016-10-02,THE HUMANS,"$542,719","$976,376",55.6%,$83.73,$297,6482,8280,8,78.3%
2016-10-02,THE LION KING,"$1,862,033","$1,875,480",99.3%,$140.45,$225,13258,13568,8,97.7%
2016-10-02,THE PHANTOM OF THE OPERA,"$843,968","$1,495,268",56.4%,$89.50,$203,9430,12840,8,73.4%
2016-10-02,WAITRESS,"$896,893","$1,019,480",88.0%,$118.64,$270,7560,8360,8,90.4%
2016-10-02,WICKED,"$1,368,350","$1,779,845",76.9%,$112.08,$240,12209,14456,8,84.5%
2016-09-25,ALADDIN,"$1,272,615","$1,458,775",87.2%,$96.32,$218,13212,13816,8,95.6%
2016-09-25,AN AMERICAN IN PARIS,"$878,319","$1,471,280",59.7%,$87.92,$223,9990,13432,8,74.4%
2016-09-25,BEAUTIFUL,"$940,488","$1,117,426",84.2%,$115.70,$299,8129,8208,8,99.0%
2016-09-25,BLACK TO THE FUTURE,"$157,184","$168,928",93.0%,$103.17,$167,1450,1626,1,89.2%
2016-09-25,CATS,"$933,237","$1,426,700",65.4%,$98.17,$197,9506,11000,8,86.4%
2016-09-25,CHICAGO,"$486,016","$945,484",51.4%,$80.49,$186,6038,8640,8,69.9%
2016-09-25,FIDDLER ON THE ROOF,"$513,316","$1,534,661",33.4%,$75.86,$225,6767,13656,8,49.6%
2016-09-25,HAMILTON,"$2,419,442","$2,186,010",110.7%,$199.95,$549,12100,11889,9,101.8%
2016-09-25,HEISENBERG,"$267,064","$623,602",42.8%,$63.97,$150,4175,4634,7,90.1%
2016-09-25,HOLIDAY INN,"$359,828","$946,464",38.0%,$68.83,$152,5228,7984,8,65.5%
2016-09-25,JERSEY BOYS,"$606,097","$1,151,143",52.7%,$94.17,$199,6436,9824,8,65.5%
2016-09-25,KINKY BOOTS,"$721,051","$1,279,656",56.3%,$96.76,$299,7452,11392,8,65.4%
2016-09-25,MATILDA,"$574,430","$1,209,739",47.5%,$70.83,$250,8110,11456,8,70.8%
2016-09-25,"OH, HELLO ON BROADWAY","$247,237","$288,529",85.7%,$100.67,$248,2456,2733,3,89.9%
2016-09-25,ON YOUR FEET!,"$788,492","$1,552,352",50.8%,$97.66,$199,8074,13008,8,62.1%
2016-09-25,PARAMOUR,"$800,590","$1,805,456",44.3%,$82.16,$199,9744,15168,8,64.2%
2016-09-25,SCHOOL OF ROCK,"$706,840","$1,523,357",46.4%,$82.69,$248,8548,11960,8,71.5%
2016-09-25,SOMETHING ROTTEN!,"$526,414","$1,301,440",40.4%,$72.80,$277,7231,11056,8,65.4%
2016-09-25,THE BOOK OF MORMON,"$1,294,532","$1,345,936",96.2%,$148.25,$477,8732,8528,8,102.4%
2016-09-25,THE CHERRY ORCHARD,"$355,242","$672,536",52.8%,$73.03,$142,4864,5840,8,83.3%
2016-09-25,THE COLOR PURPLE,"$676,184","$1,015,182",66.6%,$94.58,$193,7149,8408,8,85.0%
2016-09-25,THE ENCOUNTER,"$325,531","$694,768",46.9%,$57.03,$223,5708,6128,8,93.1%
2016-09-25,THE FRONT PAGE,"$921,998","$954,450",96.6%,$128.47,$348,7177,7062,6,101.6%
2016-09-25,THE HUMANS,"$621,203","$976,376",63.6%,$88.87,$297,6990,8280,8,84.4%
2016-09-25,THE LION KING,"$1,789,056","$1,850,115",96.7%,$133.95,$225,13356,13568,8,98.4%
2016-09-25,THE PHANTOM OF THE OPERA,"$821,066","$1,514,575",54.2%,$87.87,$200,9344,12840,8,72.8%
2016-09-25,WAITRESS,"$876,282","$1,019,480",86.0%,$118.24,$270,7411,8360,8,88.6%
2016-09-25,WICKED,"$1,285,548","$1,779,845",72.2%,$109.51,$240,11739,14456,8,81.2%
2016-09-18,ALADDIN,"$1,375,121","$1,511,018",91.0%,$103.02,$218,13348,13816,8,96.6%
2016-09-18,AN AMERICAN IN PARIS,"$959,422","$1,471,280",65.2%,$81.63,$223,11754,13432,8,87.5%
2016-09-18,BEAUTIFUL,"$961,845","$1,006,896",95.5%,$116.64,$299,8246,8208,8,100.5%
2016-09-18,BLACK TO THE FUTURE,"$154,181","$168,928",91.3%,$97.03,$167,1589,1626,1,97.7%
2016-09-18,CATS,"$1,011,242","$1,426,700",70.9%,$100.40,$197,10072,11000,8,91.6%
2016-09-18,CHICAGO,"$630,824","$945,484",66.7%,$80.56,$186,7830,8640,8,90.6%
2016-09-18,FIDDLER ON THE ROOF,"$679,746","$1,534,661",44.3%,$78.39,$225,8671,13656,8,63.5%
2016-09-18,HAMILTON,"$2,159,038","$1,943,120",111.1%,$200.75,$475,10755,10568,8,101.8%
2016-09-18,HOLIDAY INN,"$401,139","$973,904",41.2%,$69.01,$152,5813,8000,8,72.7%
2016-09-18,JERSEY BOYS,"$748,054","$1,151,143",65.0%,$90.32,$199,8282,9824,8,84.3%
2016-09-18,KINKY BOOTS,"$852,889","$1,279,656",66.6%,$90.18,$299,9458,11392,8,83.0%
2016-09-18,MATILDA,"$746,559","$1,209,739",61.7%,$70.51,$250,10588,11456,8,92.4%
2016-09-18,ON YOUR FEET!,"$925,136","$1,552,352",59.6%,$93.63,$199,9881,13008,8,76.0%
2016-09-18,PARAMOUR,"$999,384","$1,805,456",55.4%,$78.45,$199,12739,15168,8,84.0%
2016-09-18,SCHOOL OF ROCK,"$857,846","$1,523,357",56.3%,$89.45,$248,9590,11960,8,80.2%
2016-09-18,SOMETHING ROTTEN!,"$619,408","$1,277,720",48.5%,$83.18,$277,7447,10728,8,69.4%
2016-09-18,THE BOOK OF MORMON,"$1,285,144","$1,345,936",95.5%,$147.68,$477,8702,8528,8,102.0%
2016-09-18,THE CHERRY ORCHARD,"$236,157","$422,775",55.9%,$69.58,$142,3394,3700,5,91.7%
2016-09-18,THE COLOR PURPLE,"$735,521","$1,015,182",72.5%,$90.03,$193,8170,8408,8,97.2%
2016-09-18,THE HUMANS,"$670,967","$976,376",68.7%,$89.80,$297,7472,8280,8,90.2%
2016-09-18,THE LION KING,"$1,849,066","$1,875,480",98.6%,$140.56,$225,13155,13568,8,97.0%
2016-09-18,THE PHANTOM OF THE OPERA,"$951,282","$1,514,575",62.8%,$81.07,$200,11734,12840,8,91.4%
2016-09-18,WAITRESS,"$864,789","$1,019,480",84.8%,$115.31,$270,7500,8360,8,89.7%
2016-09-18,WICKED,"$1,500,094","$1,779,845",84.3%,$97.78,$240,15341,15408,8,99.6%
2016-09-11,ALADDIN,"$1,254,386","$1,475,384",85.0%,$98.64,$218,12717,13816,8,92.0%
2016-09-11,AN AMERICAN IN PARIS,"$846,174","$1,471,280",57.5%,$79.24,$223,10678,13432,8,79.5%
2016-09-11,BEAUTIFUL,"$901,959","$1,006,896",89.6%,$110.21,$299,8184,8208,8,99.7%
2016-09-11,CATS,"$959,068","$1,426,700",67.2%,$98.63,$197,9724,11000,8,88.4%
2016-09-11,CHICAGO,"$598,792","$945,484",63.3%,$77.86,$186,7691,8640,8,89.0%
2016-09-11,FIDDLER ON THE ROOF,"$606,533","$1,534,661",39.5%,$79.71,$225,7609,13656,8,55.7%
2016-09-11,FUN HOME,"$521,567","$794,880",65.6%,$94.50,$220,5519,5920,8,93.2%
2016-09-11,HAMILTON,"$2,150,229","$1,943,120",110.7%,$199.97,$475,10753,10568,8,101.8%
2016-09-11,HOLIDAY INN,"$276,244","$852,166",32.4%,$66.95,$152,4126,7000,7,58.9%
2016-09-11,JERSEY BOYS,"$593,985","$1,151,143",51.6%,$87.91,$199,6757,9824,8,68.8%
2016-09-11,KINKY BOOTS,"$703,823","$1,279,656",55.0%,$88.84,$299,7922,11392,8,69.5%
2016-09-11,MATILDA,"$636,363","$1,209,739",52.6%,$71.44,$250,8908,11456,8,77.8%
2016-09-11,ON YOUR FEET!,"$763,016","$1,552,352",49.2%,$93.04,$199,8201,13008,8,63.0%
2016-09-11,PARAMOUR,"$892,797","$1,805,456",49.4%,$80.27,$199,11122,15168,8,73.3%
2016-09-11,SCHOOL OF ROCK,"$767,236","$1,523,357",50.4%,$88.88,$248,8632,11960,8,72.2%
2016-09-11,SOMETHING ROTTEN!,"$524,945","$1,277,720",41.1%,$79.59,$277,6596,10728,8,61.5%
2016-09-11,THE BOOK OF MORMON,"$1,230,293","$1,345,936",91.4%,$141.54,$477,8692,8528,8,101.9%
2016-09-11,THE COLOR PURPLE,"$642,456","$1,015,182",63.3%,$86.78,$193,7403,8408,8,88.0%
2016-09-11,THE HUMANS,"$574,625","$976,376",58.9%,$90.26,$297,6366,8280,8,76.9%
2016-09-11,THE LION KING,"$1,713,029","$1,875,480",91.3%,$133.05,$225,12875,13568,8,94.9%
2016-09-11,THE PHANTOM OF THE OPERA,"$833,788","$1,514,575",55.1%,$83.95,$200,9932,12840,8,77.4%
2016-09-11,WAITRESS,"$770,055","$1,019,480",75.5%,$116.80,$270,6593,8360,8,78.9%
2016-09-11,WICKED,"$1,393,168","$1,779,845",78.3%,$94.04,$240,14814,14936,8,99.2%
2016-09-04,ALADDIN,"$1,449,373","$1,597,777",90.7%,$106.49,$240,13610,13816,8,98.5%
2016-09-04,AN ACT OF GOD,"$424,289","$823,288",51.5%,$89.40,$247,4746,6024,8,78.8%
2016-09-04,AN AMERICAN IN PARIS,"$782,686","$1,471,280",53.2%,$77.59,$223,10088,13432,8,75.1%
2016-09-04,BEAUTIFUL,"$749,762","$1,006,896",74.5%,$103.72,$299,7851,8208,8,95.7%
2016-09-04,CATS,"$993,376","$1,426,700",69.6%,$104.47,$197,9509,11000,8,86.4%
2016-09-04,CHICAGO,"$574,912","$945,484",60.8%,$82.63,$186,6958,8640,8,80.5%
2016-09-04,FIDDLER ON THE ROOF,"$676,004","$1,556,412",43.4%,$78.57,$225,8604,13656,8,63.0%
2016-09-04,FUN HOME,"$448,838","$794,880",56.5%,$81.18,$220,5529,5920,8,93.4%
2016-09-04,HAMILTON,"$2,091,791","$1,943,120",107.7%,$194.55,$475,10752,10568,8,101.7%
2016-09-04,HOLIDAY INN,"$165,392","$486,952",34.0%,$57.33,$152,2885,4000,4,72.1%
2016-09-04,JERSEY BOYS,"$538,955","$1,151,143",46.8%,$87.85,$199,6135,9824,8,62.4%
2016-09-04,KINKY BOOTS,"$723,909","$1,279,656",56.6%,$92.77,$299,7803,11392,8,68.5%
2016-09-04,LES MISÉRABLES,"$1,326,559","$1,172,442",113.1%,$118.34,$225,11210,11272,8,99.4%
2016-09-04,MATILDA,"$771,549","$1,209,739",63.8%,$82.14,$250,9393,11456,8,82.0%
2016-09-04,ON YOUR FEET!,"$715,842","$1,552,352",46.1%,$95.66,$199,7483,13008,8,57.5%
2016-09-04,PARAMOUR,"$890,755","$1,592,392",55.9%,$87.18,$199,10218,13272,7,77.0%
2016-09-04,SCHOOL OF ROCK,"$1,072,367","$1,523,357",70.4%,$100.83,$248,10635,11960,8,88.9%
2016-09-04,SOMETHING ROTTEN!,"$634,005","$1,372,600",46.2%,$78.18,$277,8110,12032,8,67.4%
2016-09-04,THE BOOK OF MORMON,"$1,288,018","$1,345,936",95.7%,$147.45,$477,8735,8528,8,102.4%
2016-09-04,THE COLOR PURPLE,"$686,701","$1,015,182",67.6%,$89.93,$193,7636,8408,8,90.8%
2016-09-04,THE CURIOUS INCIDENT...,"$677,778","$857,318",79.1%,$87.67,$233,7731,8144,8,94.9%
2016-09-04,THE HUMANS,"$548,838","$976,376",56.2%,$84.15,$297,6522,8280,8,78.8%
2016-09-04,THE LION KING,"$1,867,689","$1,875,480",99.6%,$140.19,$225,13323,13568,8,98.2%
2016-09-04,THE PHANTOM OF THE OPERA,"$823,061","$1,514,575",54.3%,$86.92,$200,9469,12840,8,73.7%
2016-09-04,WAITRESS,"$903,438","$1,019,480",88.6%,$117.83,$270,7667,8360,8,91.7%
2016-09-04,WICKED,"$1,408,374","$1,779,845",79.1%,$116.20,$240,12120,14456,8,83.8%
2016-08-28,ALADDIN,"$1,474,318","$1,644,001",89.7%,$110.59,$240,13331,13816,8,96.5%
2016-08-28,AN ACT OF GOD,"$346,584","$823,288",42.1%,$83.70,$247,4141,6024,8,68.7%
2016-08-28,AN AMERICAN IN PARIS,"$695,947","$1,471,280",47.3%,$74.95,$223,9286,13432,8,69.1%
2016-08-28,BEAUTIFUL,"$749,762","$1,006,896",74.5%,$103.72,$299,7229,8208,8,88.1%
2016-08-28,CATS,"$896,620","$1,248,363",71.8%,$101.95,$197,8795,9625,7,91.4%
2016-08-28,CHICAGO,"$519,960","$945,484",55.0%,$79.96,$186,6503,8640,8,75.3%
2016-08-28,FIDDLER ON THE ROOF,"$606,551","$1,542,325",39.3%,$75.66,$225,8017,13656,8,58.7%
2016-08-28,FUN HOME,"$408,655","$794,880",51.4%,$78.11,$220,5232,5920,8,88.4%
2016-08-28,HAMILTON,"$2,054,058","$1,943,120",105.7%,$191.02,$475,10753,10568,8,101.8%
2016-08-28,JERSEY BOYS,"$484,471","$1,151,143",42.1%,$85.28,$199,5681,9824,8,57.8%
2016-08-28,KINKY BOOTS,"$651,253","$1,279,656",50.9%,$89.96,$299,7239,11392,8,63.5%
2016-08-28,LES MISÉRABLES,"$1,079,999","$1,172,442",92.1%,$96.49,$225,11193,11272,8,99.3%
2016-08-28,MATILDA,"$760,932","$1,201,348",63.3%,$81.05,$250,9389,11456,8,82.0%
2016-08-28,ON YOUR FEET!,"$686,375","$1,552,352",44.2%,$91.14,$199,7531,13008,8,57.9%
2016-08-28,PARAMOUR,"$553,423","$1,166,264",47.5%,$84.89,$199,6519,9480,5,68.8%
2016-08-28,SCHOOL OF ROCK,"$956,314","$1,523,357",62.8%,$98.16,$248,9742,11960,8,81.5%
2016-08-28,SOMETHING ROTTEN!,"$552,302","$1,277,720",43.2%,$73.31,$277,7534,10728,8,70.2%
2016-08-28,THE BOOK OF MORMON,"$1,239,369","$1,345,936",92.1%,$142.95,$477,8670,8528,8,101.7%
2016-08-28,THE COLOR PURPLE,"$649,028","$1,015,182",63.9%,$93.98,$193,6906,8408,8,82.1%
2016-08-28,THE CURIOUS INCIDENT...,"$531,908","$857,318",62.0%,$76.13,$233,6987,8144,8,85.8%
2016-08-28,THE HUMANS,"$517,072","$976,376",53.0%,$75.48,$297,6850,8280,8,82.7%
2016-08-28,THE LION KING,"$1,933,277","$1,825,350",105.9%,$143.70,$225,13454,13568,8,99.2%
